N,P,K,Temperature,Humidity,pH,Rainfall,Crop
72.55,26.81,24.51,26.21,89.38,5.99,250.74,Sugarcane
103.14,42.26,35.19,21.83,66.37,6.3,164.49,Sugarcane
115.98,17.56,65.96,21.86,66.33,6.43,298.93,Millet
108.54,88.09,48.48,24.27,54.36,5.48,137.18,Maize
116.06,74.17,15.73,30.67,64.68,5.86,197.11,Maize
92.14,14.48,61.27,32.96,65.48,5.72,118.01,Maize
101.43,16.41,60.17,30.27,89.21,5.45,135.99,Soybean
114.18,9.87,30.77,34.36,59.69,7.2,278.08,Groundnut
87.35,49.83,45.75,25.04,54.42,5.9,121.44,Soybean
53.31,85.59,56.35,33.07,55.65,6.23,63.57,Wheat
29.100322802958324,62.396758647356684,20.75111876114995,29.4135501755664,83.75557292304333,6.975388732282948,165.75851408233407,Rice
88.07668103143934,23.072642475907887,25.634997592453097,21.984431512872778,60.49113679966673,6.853840616237834,135.90961095612982,Maize
94.79,47.49,43.39,24.51,87.37,6.76,275.87,Maize
108.54,88.01,47.85,24.81,53.73,5.69,136.84,Maize
96.11,37.33,24.78,24.25,54.57,6.64,214.45,Sugarcane
115.55,74.2,16.5,30.39,64.59,6.16,197.43,Maize
28.96,18.47,59.25,23.5,60.99,7.06,158.24,Sugarcane
82.73,42.57,70.84,27.95,66.23,6.4,214.51,Millet
97.45,60.15,25.12,31.86,51.53,6.7,282.92,Wheat
73.59,51.07,67.15,25.73,50.95,7.58,101.43,Soybean
36.94,26.74,67.65,23.68,57.35,6.85,288.93,Sugarcane
76.22,88.3,53.91,33.7,58.03,7.42,101.73,Cotton
25.67,74.51,54.2,20.44,88.54,5.48,91.77,Rice
29.21,62.64,21.16,29.49,84.36,6.88,165.14,Cotton
49.01,35.16,43.95,24.48,50.73,6.53,86.95,Sugarcane
113.69,9.84,30.65,34.32,60.17,7.0,278.28,Groundnut
34.12,51.87,26.81,21.14,76.22,6.01,111.73,Sugarcane
116.18,17.84,66.21,22.0,66.41,6.8,298.85,Millet
24.11,77.3,16.71,34.86,61.36,5.66,206.28,Rice
77.67,48.32,11.72,30.64,87.96,6.27,272.06,Sugarcane
24.65,87.12,36.26,28.66,87.27,5.22,227.6,Sugarcane
86.67,50.31,45.7,25.22,54.2,5.35,120.51,Soybean
101.22,15.71,60.22,30.97,88.86,6.2,136.02,Soybean
104.96,79.2,43.91,28.43,81.95,7.02,164.39,Sugarcane
56.28,45.96,54.24,34.07,80.14,5.3,194.9,Sugarcane
37.55,21.09,36.16,21.24,86.15,5.99,237.77,Wheat
78.18,47.59,11.52,30.51,87.98,6.57,272.39,Sugarcane
55.29,58.41,72.05,28.09,55.46,7.78,119.76,Rice
97.87019357267982,60.36786407015524,24.830146112828782,32.56013897940528,51.25368148131578,6.457408202334117,282.45603449638116,Rice
59.46,73.4,62.0,26.73,59.09,7.17,59.88,Millet
35.41,76.65,64.89,30.53,71.34,7.47,237.51,Cotton
36.62,26.86,67.87,23.57,56.59,7.17,289.19,Sugarcane
94.57,47.24,42.88,24.6,87.4,6.98,276.32,Maize
34.18,52.48,27.26,21.74,76.1,5.85,111.95,Sugarcane
103.35,41.94,35.2,21.63,65.97,6.62,164.17,Sugarcane
70.47,17.53,20.53,21.21,51.28,5.81,125.76,Soybean
87.13,53.92,73.73,33.38,87.8,6.78,137.66,Maize
77.74,56.18,77.15,31.87,86.63,6.66,298.04,Groundnut
81.82,90.37,29.75,27.89,56.26,5.71,154.83,Cotton
115.82,74.43,15.92,29.97,65.42,6.29,196.59,Maize
106.65,65.87,28.61,28.98,50.76,6.62,121.15,Millet
53.48,85.89,55.77,32.74,56.02,6.25,63.88,Wheat
41.97,57.4,75.32,25.92,88.29,5.62,54.84,Millet
92.48,13.92,60.82,33.03,65.45,5.61,118.45,Maize
49.3,35.05,44.23,24.22,51.02,6.94,86.78,Sugarcane
115.83,74.31,15.52,29.89,64.89,6.47,197.4,Maize
114.01,81.94,53.85,34.42,61.72,5.67,274.56,Soybean
100.84,39.1,13.34,30.74,75.88,7.18,53.51,Cotton
90.78,16.97,12.22,34.01,77.16,7.15,228.81,Pulses
26.03,44.19,56.25,23.02,54.67,6.16,286.75,Wheat
99.79,44.34,49.61,34.79,81.88,6.5,49.73,Pulses
73.84,51.22,67.13,26.18,50.91,7.06,101.28,Soybean
107.38,66.24,29.48,29.14,51.47,6.5,120.51,Millet
76.98,52.61,77.94,23.01,53.05,7.09,118.34,Barley
90.58,17.26,12.23,34.74,77.19,7.21,229.21,Pulses
92.0,80.86,34.09,21.72,51.25,6.04,146.99,Cotton
113.13,49.23,51.63,34.64,84.03,5.46,228.24,Groundnut
115.66,74.11,15.86,30.38,64.79,6.07,196.54,Maize
21.56,40.8,67.37,27.07,53.59,5.52,294.56,Wheat
37.79537584036637,76.21442698720095,77.36321250423858,22.896967617927306,59.00492243897454,6.178420725435247,210.11039783814198,Rice
74.05,50.96,67.22,25.47,50.77,7.79,101.15,Soybean
98.64,50.67,66.64,29.69,70.06,7.46,145.28,Sugarcane
26.98,59.66,66.56,30.74,60.21,6.78,154.74,Maize
33.22,23.62,14.83,20.18,50.3,6.44,75.29,Pulses
94.79,41.04,9.96,30.32,61.08,6.7,135.27,Barley
41.91,16.59,76.3,20.7,85.45,5.94,158.8,Maize
24.12,12.85,38.76,29.58,60.48,6.11,238.36,Wheat
91.09896069526744,17.446981289698513,12.382788181843495,33.301604322470375,76.95123602273915,7.397704150841633,229.22957512013286,Soybean
82.81,43.41,71.23,28.4,66.45,6.39,214.68,Millet
114.12,81.79,54.35,34.31,62.37,6.24,274.78,Soybean
77.6,48.27,12.3,30.12,87.9,5.9,272.0,Sugarcane
104.52,79.02,43.68,28.78,81.99,6.75,163.9,Sugarcane
109.29,80.74,38.14,33.25,87.56,7.97,73.66,Sugarcane
58.81,73.39,62.23,27.16,59.23,6.36,60.39,Millet
97.58,51.64,33.97,20.64,62.94,6.55,51.8,Pulses
59.93,58.5,40.9,30.77,67.65,5.29,201.96,Sugarcane
109.35,81.05,37.65,34.07,88.23,7.4,74.48,Sugarcane
98.3,51.94,33.99,20.56,63.47,6.17,51.56,Pulses
73.36,52.39,45.19,31.68,66.42,5.69,111.65,Millet
102.87,42.21,35.44,21.67,66.5,6.29,163.82,Sugarcane
35.11,9.52,19.75,34.45,69.6,7.39,186.88,Rice
36.84,26.79,67.9,23.14,57.14,7.05,289.1,Sugarcane
38.61,26.43,40.63,32.13,69.25,6.58,168.18,Soybean
21.8,41.01,67.32,26.82,53.54,5.84,295.18,Wheat
99.16,51.24,67.22,29.28,69.76,7.4,145.47,Sugarcane
41.28,19.81,66.86,25.29,66.41,7.05,258.47,Cotton
37.28,63.7,31.94,28.35,74.56,6.0,139.46,Maize
29.85,40.57,55.87,22.09,79.32,6.17,275.15,Wheat
77.71,48.19,11.74,30.65,88.24,6.68,272.44,Sugarcane
53.69,86.74,80.19,25.16,70.92,7.16,268.34,Maize
102.58,44.79,13.43,28.22,61.1,6.84,286.13,Maize
89.33664550488106,17.99915980083229,63.373834383027415,20.659711407293486,88.77925155357215,6.695411973027619,247.21567332213877,Groundnut
100.32,43.67,49.64,34.68,81.87,6.27,50.5,Pulses
30.14,45.68,32.99,32.17,67.22,7.07,73.51,Soybean
73.38,52.11,45.42,32.39,66.1,5.6,112.02,Millet
40.98,20.45,67.19,25.08,65.51,7.21,258.41,Cotton
21.47,77.76,67.49,31.1,72.94,6.15,52.6,Rice
52.67,86.47,55.54,32.55,55.99,6.94,64.32,Wheat
86.59,54.48,73.63,33.59,88.25,6.02,138.29,Maize
103.25,45.18,12.89,28.34,61.19,7.33,285.85,Maize
116.0,85.09,37.43,20.73,63.75,7.0,92.29,Pulses
104.83,79.24,44.15,28.01,81.51,6.66,163.64,Sugarcane
48.71,34.76,43.73,24.25,50.68,7.22,86.9,Sugarcane
54.35,87.11,80.17,24.89,71.47,7.04,268.22,Maize
51.43,14.84,19.83,29.67,55.51,5.99,137.1,Maize
53.92,87.3,80.14,25.09,71.18,7.32,267.58,Maize
106.88,65.56,29.47,29.25,50.79,6.72,120.82,Millet
106.76,66.45,28.7,28.49,50.9,7.24,120.63,Millet
25.91,74.66,54.26,20.83,88.53,5.56,92.26,Rice
38.14665260853163,16.93522701594504,25.566625510345375,29.677353612838846,76.35321529514808,6.122657247137469,246.4126505300315,Rice
33.49,23.73,14.85,20.13,50.27,5.71,74.76,Pulses
113.62,81.69,54.28,34.68,61.73,5.5,275.4,Soybean
38.21,16.59,25.36,30.26,75.66,6.75,246.6,Barley
74.15,50.96,67.07,26.01,51.01,7.6,100.99,Soybean
88.44702785670977,22.447011239433156,25.834626330372885,20.686106633064973,59.46650853024446,6.934114789875794,135.6524989074218,Barley
40.86,19.67,66.63,24.88,66.4,7.61,258.22,Cotton
48.74424655926357,35.21752871872814,43.85603533836515,24.89151651657921,50.87057581862009,7.102515799181619,87.8573483230487,Pulses
94.96,48.05,62.91,29.06,85.04,6.38,144.53,Groundnut
30.32,45.53,32.83,32.74,66.79,7.25,73.52,Soybean
100.62,38.63,13.48,30.57,76.07,6.76,54.18,Cotton
109.57,37.62,53.86,32.59,62.44,5.54,234.12,Groundnut
24.7,86.71,36.34,27.95,87.32,5.65,227.55,Sugarcane
30.15,40.81,56.23,22.61,78.85,6.31,275.1,Wheat
21.22,34.25,39.92,31.56,86.2,7.41,177.25,Wheat
28.93,36.49,20.3,22.21,85.13,6.7,124.34,Sugarcane
91.8,14.05,61.49,32.47,64.75,5.95,118.18,Maize
32.66,24.28,15.16,20.25,49.86,6.39,74.56,Pulses
86.82,53.8,74.17,33.55,87.89,5.96,138.34,Maize
38.24,20.92,35.95,21.02,85.51,5.92,238.28,Wheat
23.68,12.95,39.41,28.98,60.05,6.4,237.64,Wheat
105.77,63.16,64.28,32.53,76.73,6.58,292.85,Barley
37.27,27.48,68.33,23.64,56.63,7.76,289.49,Sugarcane
79.23,17.67,28.2,27.68,84.7,6.06,226.41,Maize
41.71,57.15,75.17,25.16,88.22,6.06,54.52,Millet
109.02,88.42,47.77,24.15,54.18,5.83,136.64,Maize
113.59,9.74,31.21,34.33,60.22,7.38,277.93,Groundnut
55.84,45.9,54.35,34.58,80.12,5.85,194.97,Sugarcane
38.02,16.89,25.27,30.36,75.59,6.36,247.19,Barley
57.81,48.0,20.44,32.45,88.83,7.57,183.55,Maize
31.38,29.12,32.77,21.45,72.25,6.5,265.82,Groundnut
45.55,15.65,13.9,28.02,70.62,6.64,165.03,Soybean
51.23,15.34,19.56,30.17,56.07,6.62,137.41,Maize
21.81,40.5,67.35,27.65,54.46,6.06,295.12,Wheat
72.38,52.77,71.1,25.72,50.76,6.94,253.64,Wheat
45.66243559799195,18.844861767575367,32.660924992537694,32.57992534154772,59.68559526925412,7.4541916374528014,193.92008268157957,Pulses
113.57,82.24,53.86,34.62,61.52,6.08,275.35,Soybean
51.75196187529077,15.02431264959014,20.61611039054863,29.901943671201014,56.20887979161983,6.00459899282425,137.02332103451417,Sugarcane
115.97,17.62,65.59,22.3,66.25,5.91,298.76,Millet
99.14,51.24,66.6,29.86,69.54,6.99,144.94,Sugarcane
92.16,14.17,60.64,32.72,64.87,5.8,118.12,Maize
113.41,49.03,52.26,34.23,83.51,6.3,227.97,Groundnut
87.91,22.74,25.43,21.01,59.87,7.63,136.12,Sugarcane
76.7,52.52,77.91,23.01,52.84,7.01,118.39,Barley
77.41,52.96,78.25,23.55,53.42,7.07,117.63,Barley
22.18,41.1,67.5,27.34,54.35,5.55,295.31,Wheat
99.32,51.09,66.68,29.42,69.91,6.63,145.27,Sugarcane
105.03,79.4,44.42,28.67,82.47,7.4,163.68,Sugarcane
95.09,46.93,42.69,24.36,86.64,6.69,276.35,Maize
105.27,78.66,43.74,28.56,82.27,6.57,164.08,Sugarcane
88.81,29.27,44.65,26.4,59.88,7.76,250.98,Rice
43.46,38.6,67.65,29.07,59.22,5.65,128.71,Rice
101.29,39.26,12.59,31.12,75.65,6.9,53.84,Cotton
24.43,77.05,16.85,34.27,61.06,5.61,206.26,Rice
78.42,48.26,11.53,30.06,87.83,6.01,272.09,Sugarcane
73.04,52.01,45.04,32.24,65.9,5.57,111.89,Millet
116.27,84.9,36.94,21.37,63.62,6.9,91.73,Pulses
28.52,62.69,20.81,29.45,84.16,7.39,164.53,Cotton
36.92,63.59,32.18,28.95,75.09,5.75,138.68,Maize
34.85,77.31,65.28,31.1,70.57,6.94,237.51,Cotton
109.26,81.29,38.08,34.02,87.51,7.33,73.97,Sugarcane
109.03,87.69,47.5,24.9,54.12,5.61,136.5,Maize
42.31,56.91,74.68,25.95,87.75,5.72,55.15,Millet
95.51,37.17,25.47,23.64,55.0,6.53,213.55,Sugarcane
69.94,17.95,20.54,20.9,51.38,5.97,125.69,Soybean
105.95,63.37,63.92,32.63,76.53,7.31,292.61,Barley
21.63,40.73,66.68,26.89,53.52,5.51,294.73,Wheat
98.20383240179606,52.13502161893573,34.10528358843018,21.12861995439364,63.16296139377403,6.359311049741024,52.121912398845616,Rice
113.01,49.41,52.29,33.83,83.86,5.93,228.01,Groundnut
116.09,74.17,15.82,29.94,65.49,6.32,196.76,Maize
19.59,71.92,30.21,27.17,52.83,7.15,245.82,Pulses
91.92,81.39,33.75,22.08,51.33,6.5,146.84,Cotton
30.38,46.35,33.23,32.67,67.18,6.67,73.86,Soybean
116.31,18.31,66.36,21.83,66.48,5.92,299.37,Millet
101.33,39.46,13.39,30.57,75.54,6.86,54.33,Cotton
70.06,89.1,47.2,20.61,83.87,6.12,99.24,Groundnut
33.72,52.24,27.33,21.95,76.13,5.71,111.73,Sugarcane
38.67,31.65,73.93,24.76,62.28,6.02,237.77,Rice
38.75,32.31,73.85,24.4,62.03,6.3,237.68,Rice
58.17,47.5,20.39,32.44,89.37,7.3,183.92,Maize
113.69,82.43,54.37,34.3,62.38,5.59,274.64,Soybean
70.47,88.84,47.37,20.86,83.84,6.55,99.17,Groundnut
73.69,50.89,67.21,26.38,51.01,6.97,100.61,Soybean
76.41,87.57,53.55,33.76,58.42,6.56,102.49,Cotton
46.08,15.87,14.45,28.07,71.15,7.45,164.74,Soybean
58.75,72.55,62.1,26.78,58.5,6.6,59.9,Millet
28.79,36.1,20.08,22.33,85.25,7.33,123.98,Sugarcane
35.3,10.13,20.48,34.4,70.16,7.05,187.25,Rice
33.57,52.1,26.52,21.28,75.69,5.98,112.24,Sugarcane
25.84,75.25,54.24,19.98,89.24,5.46,91.79,Rice
30.28,43.98,9.71,24.58,88.06,6.51,71.04,Barley
42.72,38.79,67.58,28.97,58.99,5.44,128.83,Rice
92.09,80.93,33.75,21.99,51.09,6.09,147.24,Cotton
43.67,11.51,68.49,25.46,84.65,6.39,73.54,Rice
33.78,51.59,26.66,21.71,76.37,5.35,112.39,Sugarcane
50.86354552416343,15.003845086625917,19.86797529555818,29.799427041082915,56.03620318072592,5.802307891295293,137.44239226230152,Soybean
38.76,31.61,73.7,24.22,62.41,6.95,238.14,Rice
52.5,23.68,22.11,31.7,61.69,6.17,278.46,Millet
91.43,17.33,12.3,34.73,77.38,7.14,228.94,Pulses
105.15,79.2,44.01,28.28,82.17,7.24,163.82,Sugarcane
71.85,53.32,70.51,25.79,50.71,7.49,254.39,Wheat
72.07392929023229,53.30229304995511,71.18016675746654,25.16392476958197,50.20180233983576,6.935640572853021,254.15312315298252,Groundnut
64.39190880081541,69.3539090737452,33.36848647927963,28.121583724762417,71.48823777717297,7.076107532445151,52.69381653181859,Millet
78.69,18.39,27.72,27.24,84.9,5.71,225.75,Maize
59.48,73.0,61.74,26.68,58.78,7.05,59.53,Millet
108.55,81.4,38.07,33.91,88.48,7.31,73.82,Sugarcane
34.52,76.53,65.17,30.44,70.85,7.42,237.65,Cotton
21.95,41.46,67.16,27.69,53.96,6.41,295.21,Wheat
115.57,17.84,65.75,21.85,65.89,5.96,298.82,Millet
78.55,17.93,28.05,27.08,85.37,5.6,226.39,Maize
64.42,69.39,33.49,29.21,71.91,7.42,53.25,Barley
37.73,16.56,25.24,30.93,76.27,6.71,246.88,Barley
24.02,12.7,39.19,29.32,59.93,5.51,238.19,Wheat
73.05,52.14,45.09,32.14,65.68,6.28,112.11,Millet
50.83,15.15,19.54,29.78,55.6,6.64,137.08,Maize
87.7,23.02,24.83,21.06,59.63,7.99,135.92,Sugarcane
28.98,62.78,21.38,29.72,84.5,7.33,165.0,Cotton
23.82,76.7,17.5,33.95,61.17,5.86,206.27,Rice
41.61,57.5,74.95,25.26,88.26,5.46,55.03,Millet
46.74,52.45,13.58,25.61,66.36,7.16,183.55,Sugarcane
75.68,87.88,53.76,33.76,58.37,6.62,102.17,Cotton
34.97,9.92,19.88,34.59,69.81,7.03,186.68,Rice
97.68,52.34,34.31,20.62,63.38,6.23,51.72,Pulses
55.76,45.85,53.9,33.84,80.05,5.79,195.46,Sugarcane
30.0,44.18,10.34,24.76,87.6,6.46,71.29,Barley
72.54,52.18,45.16,31.73,65.86,5.6,111.91,Millet
38.84,31.62,73.63,24.7,62.4,6.91,237.51,Rice
95.09,48.5,63.01,28.69,85.08,6.4,144.55,Groundnut
52.91,86.11,55.87,32.8,56.21,6.56,63.82,Wheat
51.32,14.5,20.01,29.75,56.47,5.93,136.83,Maize
72.13932113369472,52.78106295770618,71.08800488913715,25.596197860128054,50.668728601165256,7.862551026137886,254.35272489478135,Groundnut
26.49,75.3,54.28,20.21,89.22,5.79,91.92,Rice
25.97,43.65,56.07,23.13,54.91,6.24,286.76,Wheat
114.08,9.62,31.49,33.62,60.48,7.28,278.06,Groundnut
96.57,59.57,24.62,32.49,51.74,6.87,282.85,Wheat
86.53,53.55,73.88,33.17,87.52,6.48,137.68,Maize
24.496619451293466,12.672440845258071,39.628805803923385,29.61562908794435,59.4015019963633,4.974518092528806,237.9150793702184,Cotton
97.61,51.57,34.19,21.14,62.52,6.38,52.11,Pulses
115.97,84.66,36.68,21.39,64.39,7.53,91.66,Pulses
42.64,38.85,68.27,29.08,59.04,5.31,129.45,Rice
88.28,23.45,25.48,21.24,59.89,7.26,136.45,Sugarcane
81.67,89.89,29.62,27.89,55.84,6.04,155.05,Cotton
35.32,9.66,20.42,34.06,70.01,7.51,187.18,Rice
102.97,44.77,13.27,28.83,61.49,7.29,285.63,Maize
82.69,42.59,71.36,28.6,65.51,6.01,215.49,Millet
100.53,38.52,13.05,31.0,76.26,6.32,54.13,Cotton
45.25,56.23,62.89,25.0,88.4,7.05,299.58,Rice
113.35,48.72,51.97,34.39,83.65,5.51,227.97,Groundnut
37.12,64.46,32.17,28.52,74.72,5.85,138.92,Maize
56.35,52.35,45.54,23.13,80.83,5.61,284.22,Groundnut
49.39,34.67,44.4,24.28,51.48,6.79,87.49,Sugarcane
113.77,82.08,54.01,34.17,62.03,5.79,274.72,Soybean
64.03,69.46,33.17,29.24,71.87,7.12,53.03,Barley
19.85,71.92,30.17,26.97,53.15,6.9,246.28,Pulses
113.92,10.38,30.95,33.93,59.82,7.47,278.1,Groundnut
20.29,72.27,30.17,26.76,52.99,7.11,246.07,Pulses
31.25,29.28,33.09,21.96,71.96,6.03,266.31,Groundnut
77.15822193859917,53.503905905549956,78.72368084844054,23.28335674987011,52.960749402158356,7.363451761229986,117.11661877949594,Maize
76.62,52.68,77.92,23.68,52.81,7.03,117.67,Barley
90.09,17.59,63.35,21.67,89.4,6.8,246.62,Wheat
20.03,72.39,29.67,27.23,52.9,7.4,246.48,Pulses
102.86,41.53,34.77,21.86,66.32,6.63,163.92,Sugarcane
78.17,55.59,77.02,31.67,87.46,6.62,298.4,Groundnut
58.57,72.52,62.17,27.03,58.75,6.75,60.43,Millet
61.38,36.32,57.89,23.31,75.92,6.29,159.66,Millet
19.89,71.9,30.26,26.91,52.83,6.64,245.91,Pulses
71.72,52.75,70.68,25.07,50.62,7.34,253.73,Wheat
75.5603188754744,87.91895537721874,53.639647646744585,34.08744673395507,58.77121272083759,7.297649040773261,102.10297260442232,Sugarcane
115.51,17.93,65.68,22.38,65.67,6.59,298.72,Millet
92.43,81.14,34.16,22.13,50.77,6.19,146.66,Cotton
73.15,51.7,45.07,32.46,65.91,6.13,111.88,Millet
73.98,50.75,67.0,26.06,50.93,7.42,101.24,Soybean
82.44,90.13,29.57,27.64,56.35,5.38,155.23,Cotton
56.38,45.54,54.35,34.17,80.12,6.08,195.14,Sugarcane
63.415395185762584,68.61880965386288,33.36948394403657,28.795672412739314,72.22820677878302,7.532713649078514,52.50704401180956,Millet
91.82,80.63,34.38,22.11,51.39,5.73,146.82,Cotton
34.29,51.62,26.99,21.05,75.88,5.97,112.41,Sugarcane
24.22,12.65,39.38,29.48,60.05,6.35,238.24,Wheat
26.08,75.27,54.19,20.2,89.24,6.01,91.55,Rice
30.39,45.54,32.92,32.46,66.98,7.09,74.05,Soybean
32.73,23.92,15.32,20.35,49.59,6.26,74.98,Pulses
27.36,60.48,67.44,30.97,59.51,7.24,154.64,Maize
90.63,17.39,12.06,34.64,77.16,7.32,228.95,Pulses
73.76,50.56,66.81,25.87,51.3,7.12,101.36,Soybean
107.21,65.63,29.2,28.57,51.45,7.11,120.69,Millet
76.03,88.25,53.89,33.67,58.03,7.49,101.73,Cotton
92.07,80.6,33.84,21.86,50.75,5.89,147.21,Cotton
106.18,63.04,63.76,33.04,77.15,7.36,293.27,Barley
60.11,59.39,40.91,30.23,67.77,6.1,201.64,Sugarcane
29.06,62.52,21.47,29.53,84.46,7.06,165.08,Cotton
99.68,43.5,50.42,35.44,81.51,6.28,49.65,Pulses
59.82,59.47,41.47,30.95,68.29,5.6,201.6,Sugarcane
55.86,45.59,54.34,34.21,80.39,5.39,195.36,Sugarcane
63.77,69.06,33.28,28.54,72.32,7.86,53.05,Barley
78.06,55.66,76.52,31.89,86.79,7.35,297.59,Groundnut
98.57,51.03,66.78,29.64,70.26,7.47,144.52,Sugarcane
95.21,40.83,10.07,31.03,60.81,7.05,135.0,Barley
60.9496938590884,59.07430186118628,40.73924030796235,31.100426382045693,68.13021366994344,6.20943082999765,201.474539827353,Millet
98.95,51.35,66.84,29.3,69.98,7.31,145.03,Sugarcane
43.07,38.58,67.74,28.24,58.77,5.59,129.23,Rice
103.04,42.2,35.25,22.08,65.67,6.31,164.14,Sugarcane
35.3,76.67,65.45,30.83,70.63,7.4,238.38,Cotton
35.34,10.07,20.34,34.39,69.75,6.76,186.68,Rice
30.04,45.78,32.8,32.24,66.7,6.99,74.34,Soybean
32.54,24.36,15.18,20.05,49.86,6.38,74.61,Pulses
61.28,36.01,58.15,24.06,76.21,6.17,159.79,Millet
33.8,51.6,27.05,21.83,75.57,5.5,112.07,Sugarcane
26.75,60.41,66.99,30.96,59.56,6.58,155.02,Maize
95.11,47.29,42.62,24.86,86.86,6.29,275.62,Maize
78.44,48.05,12.49,30.34,88.43,6.6,272.01,Sugarcane
88.08,23.07,24.77,21.25,59.69,7.71,136.5,Sugarcane
20.87,33.65,40.47,31.96,85.9,6.9,176.51,Wheat
55.92,52.26,46.27,23.72,80.89,6.32,284.28,Groundnut
29.48,35.92,19.79,22.09,85.19,7.13,123.88,Sugarcane
37.73,75.69,78.38,21.88,59.04,6.52,209.81,Sugarcane
26.47,74.58,54.03,19.98,89.4,5.13,92.0,Rice
59.31,72.97,62.42,26.8,58.97,6.75,60.48,Millet
34.64,77.43,64.8,30.47,71.01,7.09,237.66,Cotton
37.72,21.15,35.5,21.22,86.07,5.74,237.6,Wheat
30.31,40.8,55.85,22.32,79.24,6.71,275.0,Wheat
72.83,51.79,45.3,32.11,65.85,6.32,111.85,Millet
78.92,18.14,28.45,27.95,85.28,5.45,226.32,Maize
106.52,38.98,31.82,20.67,80.71,6.38,118.63,Maize
83.15,30.94,21.76,31.61,54.72,7.27,269.52,Sugarcane
29.28,35.98,20.3,22.47,85.36,7.0,123.76,Sugarcane
37.43,64.44,32.16,28.9,74.55,6.39,138.67,Maize
26.18,44.48,55.9,23.79,55.06,6.34,286.91,Wheat
31.48,28.87,32.5,21.55,71.98,6.11,265.76,Groundnut
42.93,38.96,67.84,28.81,59.27,5.67,129.25,Rice
28.54,36.29,19.71,22.18,84.62,7.34,123.86,Sugarcane
28.69,35.79,20.23,22.13,85.11,7.03,124.41,Sugarcane
30.2,40.97,56.02,21.72,78.95,6.94,274.79,Wheat
96.69,60.01,24.6,32.6,52.18,7.0,282.53,Wheat
58.96,72.6,62.14,26.53,58.87,6.37,59.72,Millet
37.77,21.19,35.65,21.38,86.32,5.89,237.95,Wheat
88.7,29.48,45.28,26.01,59.55,7.59,251.47,Rice
19.89,72.19,30.02,27.1,52.81,6.81,246.47,Pulses
25.9,44.05,55.89,23.64,54.78,5.52,287.03,Wheat
45.93,15.62,13.69,27.72,70.96,6.9,165.23,Soybean
101.25,16.2,60.43,30.08,88.72,5.39,136.24,Soybean
114.49,82.17,54.36,34.48,62.36,5.8,275.42,Soybean
72.43,53.4,70.79,25.02,50.53,7.03,254.06,Wheat
21.99,40.98,66.88,27.66,54.27,6.34,294.64,Wheat
89.73,18.18,63.39,21.19,89.43,6.08,247.15,Wheat
97.81,52.14,33.92,20.45,62.55,6.11,51.95,Pulses
45.76,15.89,13.81,27.98,71.3,6.59,165.18,Soybean
56.58760569296382,45.77976981960761,53.391775413529224,33.993862228482136,80.36673762431678,5.579711190182785,195.03936752286472,Cotton
103.01,42.23,35.06,21.64,65.63,6.92,163.66,Sugarcane
32.95,23.59,15.01,20.09,50.0,6.0,75.38,Pulses
99.78,43.95,50.47,34.79,81.96,6.1,49.87,Pulses
115.74,17.84,66.26,21.52,66.41,6.16,298.89,Millet
69.9,18.06,21.07,21.01,50.61,6.48,126.31,Soybean
96.53,40.69,28.51,28.36,65.99,5.91,135.97,Maize
95.49,48.4,63.07,29.0,84.83,6.97,145.15,Groundnut
27.33,60.46,67.31,30.57,59.85,6.31,155.0,Maize
94.58,48.04,62.98,28.86,85.37,6.49,144.51,Groundnut
99.1,50.55,67.41,29.12,70.18,6.69,145.0,Sugarcane
106.81,39.33,32.26,20.78,81.01,5.72,118.54,Maize
41.85,16.9,76.49,21.52,85.01,5.78,158.84,Maize
87.36,50.41,45.92,24.87,54.24,6.01,120.84,Soybean
51.129051176399116,15.536969223977383,19.802059203941475,29.20465569569707,56.40836391011407,6.881228671019073,137.60411865569282,Sugarcane
58.81,73.38,61.87,27.37,58.66,7.14,60.32,Millet
52.51,86.13,55.81,32.61,55.74,6.57,64.39,Wheat
100.28,43.77,50.42,35.39,82.31,6.23,50.01,Pulses
113.9,82.15,54.46,34.24,62.25,5.55,274.75,Soybean
77.43,53.49,78.26,23.41,53.32,7.33,117.92,Barley
116.21,74.47,15.82,30.33,65.18,6.02,196.91,Maize
24.45,77.12,16.85,34.81,60.65,6.24,206.08,Rice
72.81,27.27,24.85,26.29,89.44,6.43,251.32,Sugarcane
37.67,75.54,77.56,22.2,58.8,6.16,209.5,Sugarcane
72.17,53.19,71.11,25.01,50.64,7.27,253.79,Wheat
46.94,52.06,14.49,24.77,65.71,6.41,183.78,Sugarcane
53.49,24.18,21.61,30.96,62.34,6.09,277.54,Millet
38.5658914058151,25.664258321165274,39.988622728701756,32.3281582970526,69.23183766053882,6.572624917892259,167.9288578738844,Wheat
21.05,77.6,67.45,31.56,73.09,6.04,53.4,Rice
69.83,88.87,47.47,20.95,84.43,6.25,98.7,Groundnut
55.97,45.7,54.43,33.72,80.37,6.2,195.4,Sugarcane
30.34,43.66,9.68,24.53,87.98,6.71,70.81,Barley
30.07,40.56,55.52,22.27,78.82,6.6,275.29,Wheat
29.3,63.41,20.79,30.32,84.49,6.9,164.98,Cotton
90.07,18.45,62.95,21.37,89.25,6.36,247.32,Wheat
96.64,41.47,28.68,28.49,66.25,6.43,135.92,Maize
96.98,59.5,24.69,32.22,52.47,6.12,283.34,Wheat
